UserId,Latitude,Longitude,SensorId,Timestamp,Units,SensorType,Radiation
CitizenScientist,0.06235,-119.831,M_45,2020-04-06 03:00:00,cpm,mobile,39.818
HiMarkHS,0.11745,-119.925,M_17,2020-04-06 03:00:00,cpm,mobile,32.1014
RadCurieous,0.08294,-119.732,M_31,2020-04-06 03:00:00,cpm,mobile,15.7694
,0.1218,-119.904,S_6,2020-04-06 03:00:00,cpm,static,14.5805
CitizenScientist,0.19256,-119.908,M_3,2020-04-06 03:00:00,cpm,mobile,21.3
,0.15979,-119.807,S_13,2020-04-06 03:00:00,cpm,static,14.6
,0.04147,-119.829,S_11,2020-04-06 03:00:00,cpm,static,14.6194
HiMarkHS,0.08323,-119.789,M_35,2020-04-06 03:00:00,cpm,mobile,30.5917
AS-2,0.06206,-119.749,M_29,2020-04-06 03:00:00,cpm,mobile,13.9556
TaxiDriver,0.16617,-119.89,M_44,2020-04-06 03:00:00,cpm,mobile,39.5514
MySensor,0.18067,-119.849,M_7,2020-04-06 03:00:00,cpm,mobile,11.2571
AlwaysGlowing,0.1218,-119.818,M_42,2020-04-06 03:00:00,cpm,mobile,32.4944
PeterLovesCrystals54,0.08294,-119.732,M_30,2020-04-06 03:00:00,cpm,mobile,15.9361
XrayLady,0.04669,-119.738,M_23,2020-04-06 03:00:00,cpm,mobile,13.2597
CitizenScientist,0.15283,-119.852,M_36,2020-04-06 03:00:00,cpm,mobile,41.2694
UncleG,0.174,-119.875,M_47,2020-04-06 03:00:00,cpm,mobile,40.638
HSS,0.14529,-119.842,M_13,2020-04-06 03:00:00,cpm,mobile,16.0181
ProfessorSievert,0.16037,-119.89,M_38,2020-04-06 03:00:00,cpm,mobile,41.4819
TestUnit,0.174,-119.967,M_2,2020-04-06 03:00:00,cpm,mobile,22.1235
CitizenScientist,0.09541,-119.9,M_16,2020-04-06 03:00:00,cpm,mobile,15.2678
RichardFox,0.20184,-119.887,M_11,2020-04-06 03:00:00,cpm,mobile,12.4836
CitizenScientist,0.14993,-119.914,M_20,2020-04-06 03:00:00,cpm,mobile,42.3943
,0.15689,-119.959,S_1,2020-04-06 03:00:00,cpm,static,14.4926
HSS,0.21982,-119.871,M_10,2020-04-06 03:00:00,cpm,mobile,10.5695
CitizenScientist,0.14007,-119.83,M_15,2020-04-06 03:00:00,cpm,mobile,15.7333
ASWillhiem,0.18734,-119.932,M_4,2020-04-06 03:00:00,cpm,mobile,14.8458
,0.16849,-119.79,S_15,2020-04-06 03:00:00,cpm,static,14.5961
MySensor,0.18618,-119.904,M_50,2020-04-06 03:00:00,cpm,mobile,35.7167
CitizenScientist,0.03451,-119.821,M_25,2020-04-06 03:00:00,cpm,mobile,26.6736
CitizenScientist,0.04785,-119.748,M_21,2020-04-06 03:00:00,cpm,mobile,33.2444
MySensor,0.18096,-119.876,M_9,2020-04-06 03:00:00,cpm,mobile,10.4298
AS-1,0.04437,-119.771,M_28,2020-04-06 03:00:00,cpm,mobile,13.8097
Bob,0.15341,-119.897,M_37,2020-04-06 03:00:00,cpm,mobile,8.17083
MySensor,0.16124,-119.861,M_49,2020-04-06 03:00:00,cpm,mobile,42.2917
RadCurieous,0.08294,-119.732,M_31,2020-04-06 04:00:00,cpm,mobile,15.9431
CitizenScientist,0.15283,-119.852,M_36,2020-04-06 04:00:00,cpm,mobile,41.3431
HiMarkHS,0.08323,-119.789,M_35,2020-04-06 04:00:00,cpm,mobile,30.6778
UncleG,0.174,-119.875,M_47,2020-04-06 04:00:00,cpm,mobile,39
MySensor,0.18792,-119.967,M_1,2020-04-06 04:00:00,cpm,mobile,32.6129
,0.15979,-119.807,S_13,2020-04-06 04:00:00,cpm,static,14.5148
CitizenScientist,0.19256,-119.908,M_3,2020-04-06 04:00:00,cpm,mobile,21.5111
PeterLovesCrystals54,0.08294,-119.732,M_30,2020-04-06 04:00:00,cpm,mobile,15.7181
CitizenScientist,0.14964,-119.905,M_19,2020-04-06 04:00:00,cpm,mobile,22.1806
TaxiDriver,0.16617,-119.89,M_44,2020-04-06 04:00:00,cpm,mobile,39.5042
MySensor,0.18067,-119.849,M_7,2020-04-06 04:00:00,cpm,mobile,11.7388
ProfessorSievert,0.16037,-119.89,M_38,2020-04-06 04:00:00,cpm,mobile,41.4278
AS-2,0.06206,-119.749,M_29,2020-04-06 04:00:00,cpm,mobile,13.9986
HSS,0.04205,-119.761,M_22,2020-04-06 04:00:00,cpm,mobile,20.6125
TestUnit,0.174,-119.967,M_2,2020-04-06 04:00:00,cpm,mobile,22.263
Ckimball,0.17371,-119.86,M_46,2020-04-06 04:00:00,cpm,mobile,40.4707
MySensor,0.20155,-119.855,M_6,2020-04-06 04:00:00,cpm,mobile,16.2292
,0.15689,-119.959,S_1,2020-04-06 04:00:00,cpm,static,14.5046
CitizenScientist,0.06235,-119.831,M_45,2020-04-06 04:00:00,cpm,mobile,38.1875
CitizenScientist,0.19053,-119.842,M_12,2020-04-06 04:00:00,cpm,mobile,17.7378
NeutronsAreFreeOfCharge,0.06177,-119.775,M_48,2020-04-06 04:00:00,cpm,mobile,41.4375
HiMarkHS,0.11745,-119.925,M_17,2020-04-06 04:00:00,cpm,mobile,32.8861
CitizenScientist,0.01711,-119.806,M_27,2020-04-06 04:00:00,cpm,mobile,22.6025
,0.1218,-119.793,S_14,2020-04-06 04:00:00,cpm,static,14.6243
CitizenScientist,0.09715,-119.809,M_33,2020-04-06 04:00:00,cpm,mobile,29.9361
AS-3,0.13891,-119.842,M_14,2020-04-06 04:00:00,cpm,mobile,15.7194
,0.15109,-119.91,S_4,2020-04-06 04:00:00,cpm,static,14.6257
,0.20764,-119.816,S_12,2020-04-06 04:00:00,cpm,static,14.5345
CitizenScientist,0.02813,-119.841,M_24,2020-04-06 04:00:00,cpm,mobile,23.8514
CitizenScientist,0.19111,-119.869,M_5,2020-04-06 04:00:00,cpm,mobile,16.4528
CitizenScientist,0.12557,-119.861,M_43,2020-04-06 04:00:00,cpm,mobile,35.8236
CitizenScientist,0.08323,-119.805,M_34,2020-04-06 04:00:00,cpm,mobile,30.3806
CitizenScientist,0.12557,-119.88,M_39,2020-04-06 04:00:00,cpm,mobile,41.1194
CitizenScientist,0.05568,-119.862,M_26,2020-04-06 04:00:00,cpm,mobile,29.2931
,0.1218,-119.904,S_6,2020-04-06 04:00:00,cpm,static,14.6549
CitizenScientist,0.09541,-119.9,M_16,2020-04-06 04:00:00,cpm,mobile,15.4368
GermanWrinkler43,0.12441,-119.769,M_32,2020-04-06 04:00:00,cpm,mobile,29.7292
Bob,0.15341,-119.897,M_37,2020-04-06 04:00:00,cpm,mobile,8.21528
ASWillhiem,0.18734,-119.932,M_4,2020-04-06 04:00:00,cpm,mobile,14.7347
,0.18299,-119.856,S_9,2020-04-06 04:00:00,cpm,static,14.602
CitizenScientist,0.1218,-119.883,M_41,2020-04-06 04:00:00,cpm,mobile,32.3542
MySensor,0.19807,-119.826,M_8,2020-04-06 04:00:00,cpm,mobile,10.4089
MutantX,0.11658,-119.891,M_40,2020-04-06 04:00:00,cpm,mobile,32.0306
CitizenScientist,0.03451,-119.821,M_25,2020-04-06 04:00:00,cpm,mobile,26.4236
AlwaysGlowing,0.1218,-119.818,M_42,2020-04-06 04:00:00,cpm,mobile,34.349
MySensor,0.18096,-119.876,M_9,2020-04-06 04:00:00,cpm,mobile,10.7298
CitizenScientist,0.14993,-119.914,M_20,2020-04-06 04:00:00,cpm,mobile,43.8161
HSS,0.14529,-119.842,M_13,2020-04-06 04:00:00,cpm,mobile,15.95
MySensor,0.18618,-119.904,M_50,2020-04-06 04:00:00,cpm,mobile,35.6431
,0.04147,-119.829,S_11,2020-04-06 04:00:00,cpm,static,14.6004
MySensor,0.16124,-119.861,M_49,2020-04-06 04:00:00,cpm,mobile,41.9542
RichardFox,0.20184,-119.887,M_11,2020-04-06 04:00:00,cpm,mobile,10.1875
XrayLady,0.04669,-119.738,M_23,2020-04-06 04:00:00,cpm,mobile,12.9333
HSS,0.21982,-119.871,M_10,2020-04-06 04:00:00,cpm,mobile,10.7966
,0.16849,-119.79,S_15,2020-04-06 04:00:00,cpm,static,14.5391
CitizenScientist,0.04785,-119.748,M_21,2020-04-06 04:00:00,cpm,mobile,33.4278
CitizenScientist,0.14007,-119.83,M_15,2020-04-06 04:00:00,cpm,mobile,15.3986
AS-1,0.04437,-119.771,M_28,2020-04-06 04:00:00,cpm,mobile,13.8111
PeterLovesCrystals54,0.08294,-119.732,M_30,2020-04-06 05:00:00,cpm,mobile,15.7486
,0.15689,-119.959,S_1,2020-04-06 05:00:00,cpm,static,14.5294
UncleG,0.174,-119.875,M_47,2020-04-06 05:00:00,cpm,mobile,40.1498
CitizenScientist,0.19256,-119.908,M_3,2020-04-06 05:00:00,cpm,mobile,21.4236
HSS,0.04205,-119.761,M_22,2020-04-06 05:00:00,cpm,mobile,20.1917
CitizenScientist,0.19053,-119.842,M_12,2020-04-06 05:00:00,cpm,mobile,17.3571
CitizenScientist,0.14964,-119.905,M_19,2020-04-06 05:00:00,cpm,mobile,22.9389
,0.15979,-119.807,S_13,2020-04-06 05:00:00,cpm,static,14.5738
,0.1218,-119.904,S_6,2020-04-06 05:00:00,cpm,static,14.6788
HiMarkHS,0.08323,-119.789,M_35,2020-04-06 05:00:00,cpm,mobile,30.8611
RadCurieous,0.08294,-119.732,M_31,2020-04-06 05:00:00,cpm,mobile,15.7292
AS-2,0.06206,-119.749,M_29,2020-04-06 05:00:00,cpm,mobile,14.1181
MySensor,0.18067,-119.849,M_7,2020-04-06 05:00:00,cpm,mobile,11.5392
